,dim 1,dim 2,dim 3,dim 4
513,-1.6786546,1.4235156,0.27246115,2.526355
514,0.6694411,-0.1639573,0.18010223,0.82344866
515,-0.7794168,-0.31468904,1.3117945,1.8224268
516,0.5222684,0.4385236,-0.2739922,1.2435299
517,1.9555149,-1.9953582,1.1395918,-1.1244506
518,-0.16733399,-0.2761768,0.816125,1.3682361
519,-0.8497099,0.86083806,0.25656354,2.1583512
520,0.48696142,0.3854345,-0.18735558,1.2194843
521,-1.0983279,0.84166944,0.42153263,2.4279191
522,1.4845105,0.17852922,-0.6838159,0.36331975
523,1.2185497,0.6661416,-0.88956225,0.85451245
524,0.2258129,0.1363207,0.22175843,1.4155948
525,0.2827744,0.70822895,-0.37132266,1.3303621
526,-0.49684048,0.28579253,0.5201852,1.8261616
527,1.0197765,-0.17923999,-0.062473148,0.5549905
528,-0.03081993,-0.30322707,0.77511215,1.2294859
529,0.26336277,-0.12482396,0.4287255,1.3281689
530,0.40418392,-0.449238,0.67170113,0.89474416
531,0.9788295,-0.40940493,0.14189038,0.3810199
532,-0.20145358,0.936505,-0.38578126,1.134892
533,0.68312883,-0.8543817,0.82630414,0.50380164
534,-0.010333441,0.25161946,0.23426467,1.3542782
535,-0.04295087,-1.1109399,1.55142,1.2051878
536,0.50391424,0.08220049,0.09544036,1.0850046
537,1.6031346,-2.0450773,1.5474412,-1.6174927
538,-0.04120221,-1.5766696,1.9780108,0.96492434
539,1.6522038,-0.22038777,-0.422639,0.12769715
540,0.3674612,-0.104055196,0.35208172,1.2740456
541,0.17913724,0.33373946,-0.006503246,1.2772309
542,0.24578556,-0.7578804,1.0394534,0.86392784
543,1.1236442,-0.6553215,0.37336576,0.34925866
544,0.07180166,-0.6074605,0.93894196,0.8429227
545,0.8213133,-1.2972845,1.1140456,0.46257997
546,0.28538454,0.05281952,0.23050022,1.1943477
547,1.2399999,0.6237439,-0.94042283,0.6750047
548,1.0390432,0.43120444,-0.56231296,0.9861585
549,1.0817468,-0.057262905,-0.21733767,0.49837995
550,0.36740214,0.12417568,0.09085497,1.0829698
551,0.21482024,0.28020638,0.018776294,1.1726927
552,1.6299003,-0.07937722,-0.6950047,-0.16705282
553,-0.12264937,-0.38932437,0.9002257,1.415393
554,0.026879128,-0.07498485,0.5745793,1.4815618
555,-0.017025054,0.19551931,0.29053405,1.3074753
556,0.00526955,0.58736134,-0.088169195,1.5504295
557,0.6770077,0.18251535,-0.12698159,1.0543281
558,0.12425317,-0.89836323,1.1908176,0.8589997
559,-0.48500413,-0.44042695,1.2288667,1.7004316
560,0.24067035,-0.49858278,0.7237435,0.9534775
561,1.6001894,0.47764885,-1.1361094,0.09030788
562,0.4954664,0.5796501,-0.3517922,1.3102376
563,-0.05811277,-0.022649791,0.5940835,1.5833879
564,1.4340883,1.0321858,-1.4205868,0.7904694
565,2.0959954,-0.6852284,-0.21046922,-0.77251804
566,0.11329827,0.54386044,-0.09107411,1.4636909
567,0.41538042,0.3118176,-0.08249442,1.0969459
568,0.7153836,0.3380007,-0.28606674,1.1016397
569,0.03227661,0.9027746,-0.34883952,1.6856714
570,1.1906605,0.04181572,-0.32813215,0.4079904
571,1.0105081,-1.8357505,1.5852726,-1.2419848
572,-0.025504582,-0.8985572,1.3448219,1.2166724
573,2.1495845,-0.51560384,-0.4908712,-0.44327104
574,-0.36422706,0.17584755,0.6462329,1.9545727
575,-0.21740218,-0.12885562,0.7518759,1.4485438
576,1.2420872,1.1196368,-1.3552805,1.1141183
577,1.0184481,-0.073371395,-0.12404982,0.78584164
578,0.6340282,-0.020338738,0.07610696,0.90918255
579,1.2301778,-0.77946115,0.30792645,-0.043810472
580,0.015676118,-0.6148751,1.0276922,1.2183936
581,0.15512863,-0.30186653,0.52693504,1.0852268
582,0.92578906,-0.83384365,0.58088255,0.30503076
583,-0.07840836,-0.07254508,0.5831758,1.47183
584,0.9803259,0.46070552,-0.5918284,0.687926
585,0.068980865,0.3457455,0.14364293,1.5942078
586,0.8193438,-0.3090968,0.18395731,0.55693394
587,-0.97196496,-0.080898285,1.174327,1.8459404
588,0.33993828,0.3185712,0.006203506,1.4162734
589,1.578442,-0.8938011,0.24080393,-0.05234222
590,1.3673862,-0.9173744,0.4835616,0.06868388
591,1.8678153,-1.480944,0.689369,-1.5660186
592,0.3969326,0.42043573,-0.16098493,1.25099
593,0.5837516,-0.6304554,0.6595581,0.747379
594,0.14037293,-0.5920591,0.9530536,1.2335325
595,1.4456521,-0.04250602,-0.5124627,-0.008246601
596,0.26602954,-0.12449028,0.46503237,1.2997242
597,0.27010906,-0.36468577,0.63681555,1.1206502
598,1.0217538,0.26032484,-0.42973676,0.5456276
599,0.96778244,1.180975,-1.3289013,0.76432467
600,1.7690197,1.4044104,-2.0600846,0.4524706
601,1.016152,-0.20938393,6.483495e-05,0.6105725
602,0.7850086,0.44886875,-0.42472932,1.1112347
603,0.22670329,-0.2793129,0.5838465,1.1681051
604,1.2225286,1.5773776,-1.844931,0.93345344
605,0.3267451,0.59761363,-0.2356151,1.5858115
606,0.028829388,0.17411973,0.30343056,1.5089885
607,-0.8147207,0.8561646,0.23203671,2.1474967
608,0.9527815,0.9355421,-1.1011388,0.78523403
609,0.8067424,0.45170128,-0.48741195,0.9193152
610,0.6886626,-0.38974428,0.34723744,0.59535676
611,0.07700945,-0.8619496,1.2315255,1.0705696
612,0.7240029,0.7154289,-0.6702902,1.0440874
613,-0.4923373,0.273539,0.52349323,1.7319837
614,0.49371278,-1.7197224,1.7569884,0.13007651
615,0.041586306,-0.0039739273,0.48386887,1.5341684
616,0.94626147,-0.03974446,-0.095961235,0.74044365
617,0.7116754,-1.07198,1.0103983,0.75718564
618,0.71404946,-0.49280918,0.4525518,0.6592493
619,1.1966175,0.2042052,-0.53700936,0.5033012
620,1.1671544,-0.7379126,0.38217428,0.22464235
621,0.8789644,0.10060604,-0.19308564,0.8506274
622,1.9589365,1.3943148,-2.1956503,0.09682138
623,0.7390793,-1.3987129,1.2552159,0.41233128
624,0.9994236,0.45979327,-0.59986377,0.773109
625,0.048564576,-0.01718433,0.43026513,1.3517553
626,0.20915323,-0.66023237,0.98480666,1.207108
627,-0.44498068,-0.46153474,1.2426175,1.5845559
628,0.4277389,-0.78693604,0.9243481,1.0070617
629,0.05033862,-0.29434812,0.72012526,1.3148338
630,1.019207,-0.52043885,0.26922965,0.62053984
631,0.5815968,0.6751416,-0.7849107,0.5680766
632,0.19991696,-0.1560795,0.48539785,1.1890349
633,0.7641092,0.963413,-1.0651301,0.7694662
634,0.69347316,2.013836,-1.9656351,1.0411477
635,0.4350043,0.6813085,-0.57000476,0.630191
636,1.4838873,1.0024216,-1.4632347,0.48229814
637,0.64418775,0.8825676,-0.7599536,1.336059
638,-0.0044758245,-0.7597961,1.0851827,0.7795344
639,0.08272031,0.19812147,0.28866243,1.6002055
640,0.61567914,0.2600546,-0.26589426,0.40906894
641,1.090345,-0.27824402,0.015044838,0.39856315
642,0.23087414,0.31265366,-0.09739069,0.63855904
643,0.54646665,-0.5843485,0.674131,0.79164386
644,0.76338816,-0.70083994,0.5367182,0.014436409
645,-0.7406797,0.6487957,0.5041235,2.4358625
646,1.1622381,0.84321696,-1.0982805,0.6829252
647,0.2947091,-0.6151445,0.83775914,0.8052795
648,0.22876248,0.5432898,-0.27242723,1.0154779
649,1.2207109,0.7132552,-0.98636806,0.8321936
650,0.7167774,-1.266675,1.1696161,-0.22008961
651,1.3242254,0.25847495,-0.708185,0.267277
652,1.707108,0.7005927,-1.3567559,0.22940354
653,0.08412864,-0.26545057,0.65215886,1.2857853
654,1.2579478,-0.7954059,0.38026083,0.16908802
655,0.5690772,-0.5365634,0.560169,0.63878167
656,0.2748667,1.1942331,-1.0195965,0.81184304
657,0.28426942,-0.66914535,0.92887664,1.0387046
658,-0.4909411,0.42885834,0.45900303,1.9093928
659,0.29445818,0.5368847,-0.1922442,1.4858726
660,1.2080902,-1.2344388,0.8195003,-0.7693698
661,0.50983113,0.76304466,-0.53419495,1.4192744
662,0.26968247,-0.6980075,0.9440683,0.96271443
663,0.69598764,-0.603135,0.56966686,0.85404587
664,1.6580385,-1.6902978,0.93464017,-0.7457369
665,1.1834143,-1.1159708,0.56762755,-0.3672687
666,-0.23167725,1.7665154,-1.0341733,1.9404166
667,0.36734498,-0.18305632,0.40916127,1.1606317
668,0.9344577,-0.546797,0.29705626,0.34020776
669,1.043366,-0.60727435,0.31278998,0.3976248
670,-0.1454465,-0.22273338,0.7342163,1.3020766
671,0.78792095,0.6373194,-0.653291,0.9163004
672,1.3592159,-0.27988327,-0.2077398,0.23841892
673,1.0622711,-0.039540272,-0.20011988,0.60248077
674,0.8084147,2.07949,-2.086517,0.791059
675,0.78825676,-0.19733024,0.22028676,0.49868208
676,-1.0112805,0.46513236,0.788539,2.4218445
677,0.6501918,-0.42154133,0.4336245,0.84868646
678,-0.8713243,1.7286013,-0.41765633,2.7161062
679,1.2202857,-0.7751992,0.2974266,0.0012080669
680,0.5525295,-0.1326854,0.23174506,0.8727989
681,-0.14110531,-0.76740843,1.2575035,1.2243536
682,1.5002582,-1.3608567,0.6961698,-0.73581356
683,0.3431514,-0.54879963,0.7796327,0.93699956
684,-0.05188047,-0.36173642,0.8635563,1.5266882
685,0.023637488,-0.34900278,0.82069004,1.2339618
686,0.985127,-0.42921448,0.21784553,0.42138213
687,0.8623129,0.47568446,-0.5543581,0.9181967
688,0.32714128,0.26433516,-0.019302646,1.0834253
689,1.3750391,-1.2765456,0.74531174,-1.2312164
690,0.7942627,0.5616344,-0.6495322,0.6614617
691,0.5711509,0.8235487,-0.5991176,1.5677918
692,-0.18925728,-0.6775977,1.1824452,1.2693665
693,0.92499727,0.4582408,-0.5689725,0.8748528
694,1.1313585,-0.33750373,-0.016167259,0.17471822
695,0.40628242,0.11215471,0.099725395,0.9229971
696,0.8580265,-0.62319463,0.4762434,0.6285714
697,0.18372345,-0.057482883,0.42945933,1.4033151
698,-0.26638943,0.42789257,0.15856075,1.29125
699,0.31861794,-0.4352029,0.6517292,0.96385086
700,0.32887268,0.13620451,-0.0010069907,0.9936515
701,-0.023913153,-0.4551897,0.9097465,1.2599158
702,1.2830929,-0.6881356,0.2753688,-0.19545457
703,0.35807866,0.08738501,0.15485671,1.1261364
704,0.6990128,0.26511055,-0.20456368,1.1577396
705,-0.08227898,-0.055176213,0.58427954,1.5043008
706,0.27503824,0.8213872,-0.48256436,1.3397369
707,0.7598123,1.1054952,-1.1953319,0.6809849
708,-0.037931718,1.8554046,-1.1341792,2.1629303
709,0.414994,-0.05085566,0.2517811,1.0944922
710,-0.3655849,1.9169945,-1.2455024,1.2241406
711,1.2714229,-0.4772547,0.07267352,0.26983815
712,0.15695788,-0.15811509,0.5550695,1.2441516
713,1.2804022,0.5800488,-0.91063184,0.78644913
714,1.1312171,0.8058855,-1.1134132,0.30362767
715,0.674196,-0.40860093,0.31606492,0.6185878
716,0.77446395,0.42973977,-0.4920347,0.9311546
717,0.23423065,-0.789841,1.0503162,0.97360563
718,0.76061755,0.29103893,-0.48149884,0.5801932
719,1.5140038,-0.1380107,-0.4337857,0.1958745
720,-0.16400968,1.5422912,-0.77633446,2.0971627
721,1.0888592,0.82722473,-1.0648831,0.71637374
722,1.2472541,-1.5742791,1.1041565,-0.024623528
723,0.11672455,0.073881984,0.32047883,1.3732214
724,-0.25864094,-0.69688964,1.2749214,1.2903103
725,0.41968358,-0.51242393,0.62852156,0.83803284
726,-0.49137455,-0.5789208,1.3215033,1.4321193
727,1.108947,0.5987956,-0.762997,1.0415727
728,0.78440523,-0.64891773,0.4594579,0.27347487
729,0.6577221,0.5002586,-0.43684852,1.0203865
730,-0.38622588,0.688029,0.2525973,1.8355229
731,0.8962779,-0.31275362,0.18689272,0.6078468
732,1.0972922,0.63976204,-0.8470069,0.8116888
733,0.15874279,0.97755015,-0.42611602,1.95345
734,0.7619925,-0.33746725,0.28717813,0.8890513
735,0.5163737,1.3126522,-1.003979,1.6828574
736,1.6449744,0.44873834,-1.0087097,0.4197212
737,0.56385493,0.4104718,-0.2616376,1.2976569
738,0.59231615,0.67275244,-0.5335611,1.2183193
739,-0.2803908,1.0786463,-0.25598606,2.0227594
740,0.9486086,0.51064116,-0.64733917,0.89932215
741,1.0100859,-0.41006905,0.21708703,0.4958284
742,1.280962,-0.12478949,-0.2786544,0.40000457
743,1.73558,0.15774363,-0.8754687,0.13481335
744,0.45552182,1.3199594,-0.98874575,1.4981446
745,-1.5128374,0.8938412,0.71780396,2.41848
746,-0.27320963,-0.10797313,0.84816605,1.8485727
747,0.9131187,0.4858665,-0.6144683,0.7729866
748,0.2043988,0.6264247,-0.3884699,0.91457474
749,-0.07770604,-0.36597008,0.87242556,1.2430036
750,0.20647424,-1.6556015,1.8542738,0.8004558
751,-0.27875298,-0.34685123,0.976257,1.3544437
752,1.2380416,0.5191045,-0.9018746,0.35738862
753,0.5149297,0.97008514,-1.0238818,0.22862838
754,1.3206208,-0.2720732,-0.1704891,0.017535016
755,-0.064830124,0.2169924,0.3109531,1.4975064
756,0.61551183,0.3399037,-0.27265158,1.1056676
757,0.73087686,-0.67879844,0.6082418,0.5509022
758,1.3195965,0.7075244,-1.1189144,0.38879532
759,0.5521684,0.32271707,-0.21061742,1.0443388
760,-0.26887733,1.5965763,-0.93445337,1.4934827
761,2.1915684,1.3900566,-2.4249737,-0.27030674
762,0.8909856,-1.24228,1.0061978,0.23830213
763,0.99377686,0.036113925,-0.2953667,-0.15850598
764,0.6371134,-0.30600268,0.28563425,0.82938886
765,0.039200343,0.64260095,-0.0866679,1.6945688
766,0.8924694,-0.0153563,-0.15806955,0.73361415
767,1.4925566,-0.53301185,-0.057721816,0.19882904
768,0.12966578,-0.3213008,0.7126113,1.2994307
769,0.8642505,-0.33527237,0.22319564,0.7062663
770,0.09266986,1.9804894,-1.3390326,2.1984136
771,1.0839143,-0.33740604,0.0494276,0.5025099
772,0.019809473,0.3254382,0.17234746,1.7960234
773,0.61949134,0.989292,-0.86676025,1.2921093
774,0.50340176,0.38732672,-0.20322695,1.2650084
775,0.431387,-0.14765462,0.2685123,0.68098694
776,-0.05098412,-0.8947847,1.3462019,1.1452811
777,1.4712639,1.2669435,-1.7384343,0.4906565
778,0.076125205,-0.34120888,0.761561,1.3647306
779,1.3596336,-1.6527419,1.1538024,-1.2076583
780,0.8228391,-0.943896,0.7275598,0.42090178
781,0.6457501,-1.3382437,1.233005,0.39070338
782,-0.03570217,-0.23648335,0.75180066,1.5000287
783,0.097856775,0.47664362,0.06797697,1.794913
784,-0.031176813,1.3616632,-0.8593957,1.385251
785,1.1486878,0.89942044,-1.0732448,1.0610968
786,1.6741554,-0.9987032,0.29501912,-0.42339993
787,0.9442068,1.5182344,-1.6609102,0.93310285
788,-0.13155188,-0.5981816,1.1110325,1.2329905
789,-0.30441564,1.7327023,-0.8629873,2.1268165
790,1.1841844,-0.49301726,-0.048963066,-0.1459547
791,1.5268017,-0.2225147,-0.35323596,0.33499396
792,1.1939973,0.0009141192,-0.3841765,0.39509314
793,0.7353669,1.7048383,-1.5533137,1.592014
794,0.4124111,0.7158342,-0.33379772,1.6996789
795,0.1963476,0.20109397,0.16065133,1.311563
796,1.3107065,-0.8168542,0.40074924,0.28931695
797,0.51953477,-0.522598,0.5621149,0.593287
798,0.93292934,-0.54703194,0.35440573,0.56387657
799,1.0717075,0.09237753,-0.3379654,0.47321868
800,-0.23411597,0.060146876,0.6102266,1.6086438
801,-0.7058826,0.8823862,0.11761268,2.1178532
802,0.7094853,0.68909454,-0.6527671,1.1279788
803,-0.38960743,1.0542144,-0.20757663,2.107758
804,-0.18296905,0.5685349,0.108533554,1.5098187
805,-0.1531006,0.6220097,-0.1070298,1.3897793
806,-0.45103103,0.43892485,0.2687825,1.4012728
807,0.054772273,0.27757263,0.16376299,1.2007798
808,1.1680068,0.2886021,-0.6793167,0.07402845
809,0.607509,0.2208894,-0.1259159,1.2195836
810,1.5150924,0.1027783,-0.6492879,0.07647137
811,-1.0667317,0.37262833,0.9177513,2.375612
812,0.48784357,0.40725875,-0.21408668,1.3103476
813,0.47658235,0.16575857,-0.030368596,1.1353842
814,0.77524567,-1.0994905,0.9728857,0.45164818
815,-0.09409228,0.50946325,0.11242757,1.6361641
816,1.2505546,0.72087336,-1.0454624,0.7786495
817,1.5163162,-0.25248063,-0.21195379,0.31416392
818,0.93632454,0.98751414,-1.0087247,1.2512609
819,1.1698655,0.47819138,-0.7614614,0.9061878
820,1.3564453,-0.6338366,0.10475736,0.038446352
821,0.15549555,0.97873044,-0.46062234,1.7910805
822,0.7480697,-0.10185082,0.04834421,0.6572051
823,0.059926335,-0.110826425,0.5419018,1.4864931
824,0.39889407,0.5907291,-0.27348724,1.5994178
825,1.7586664,0.5068954,-1.1547643,0.3806386
826,0.14772937,-0.84504074,1.1119034,0.80419564
827,-0.14742655,-0.48664093,0.9812348,1.181046
828,0.27396232,0.31109852,-0.003021242,1.2744492
829,-0.070864215,0.3370903,0.21756917,1.6128565
830,-0.6863173,1.6738384,-0.5300598,2.3922582
831,0.66262466,-0.4371996,0.43382773,0.78170794
832,0.94099957,0.3122772,-0.43323758,0.8613584
833,0.16143654,-0.16350156,0.4335289,0.93636215
834,2.135081,-0.33311224,-0.63025624,-0.83699346
835,0.2670313,0.35538256,-0.0132117495,1.3397077
836,0.8071175,-0.7805226,0.67348045,0.6355252
837,0.7132289,-0.10744501,0.004900843,0.38512975
838,1.0061917,-0.15184017,-0.17627546,0.4472292
839,0.59206694,-1.1303786,1.1441996,0.5810459
840,0.42790955,-0.47736198,0.60573035,0.8807334
841,1.3953652,0.3555087,-0.7824167,0.616789
842,0.46815026,1.7021307,-1.414738,1.6030111
843,-0.08138849,0.67663026,-0.14605768,1.2350552
844,0.52735305,0.092638224,0.03996111,1.0570215
845,0.016993634,0.5103402,-0.060061183,1.4452833
846,-0.45935297,-0.4608342,1.2142413,1.6654898
847,0.8475362,-0.30669636,0.23727557,0.7914292
848,-0.700971,1.3354555,-0.14181103,2.5557666
849,0.789846,0.010006916,-0.08090077,0.74343204
850,0.31863815,1.0120114,-0.6000331,1.7176383
851,0.9577813,0.086838156,-0.25682974,0.7432822
852,0.010987341,0.43826926,0.046261527,1.6032839
853,-1.1142564,1.6718178,-0.31505215,2.724127
854,1.4483992,0.8626488,-1.2983513,0.6353865
855,0.8452097,-0.6318353,0.5064067,0.53485405
856,0.16340026,1.0901605,-0.7037369,1.2662396
857,0.003543876,-0.46489918,0.89310896,1.3153492
858,0.30568227,-0.48072368,0.71858776,1.0822178
859,2.059465,0.44719356,-1.3328271,-0.07545258
860,0.73636883,1.4700418,-1.3273778,1.5268286
861,-0.04223986,0.14984901,0.3532669,1.4680884
862,-0.02826313,0.45588773,-0.019278467,1.2201319
863,1.0008185,0.007608108,-0.23208964,0.6380019
864,-0.40632594,0.33895648,0.48140386,1.9913399
865,-0.42100328,0.037262507,0.8410131,1.9014542
866,-0.0022787377,-0.09844245,0.5062138,1.1945571
867,0.3402449,0.13378197,0.12093296,1.428704
868,0.51904064,-0.2311952,0.3600743,0.9611374
869,-0.6476024,1.2799939,-0.23459113,2.1490686
870,0.35865098,0.030122973,0.26959756,1.3801473
871,0.85104257,0.4249357,-0.45007852,0.976231
872,0.1817311,0.102611974,0.2654423,1.3741007
873,1.622649,1.6501607,-2.1574109,0.66837525
874,0.62109417,-0.16171858,0.21706563,0.9952749
875,0.41321892,0.6067034,-0.33154675,1.2054276
876,0.7190163,0.27885425,-0.36503732,0.5669006
877,0.56577295,0.14937669,-0.018405043,1.1465914
878,1.0367404,1.3133864,-1.4153228,1.0888788
879,1.3820845,0.2813248,-0.7696067,0.002128601
880,-0.6692076,-0.74176127,1.6787177,1.7646691
881,0.11852257,0.07333841,0.35965854,1.3852062
882,1.9089965,-0.29780775,-0.5110745,-0.21696742
883,1.3683035,0.24479242,-0.7669423,-0.01437892
884,0.9122266,0.059088625,-0.21962568,0.6792949
885,0.04454708,-0.47498584,0.9063424,1.269172
886,0.83667314,0.45296144,-0.47544473,1.1547804
887,0.870951,-1.1429923,0.9783619,0.555448
888,2.197439,-1.6114634,0.7397332,-1.7927997
889,0.0275992,-0.22249763,0.71277195,1.182152
890,1.8610753,-0.63157254,-0.15704465,-0.18866336
891,0.5561138,0.07705779,0.038549807,1.1224641
892,0.7589121,-0.8200381,0.7391781,0.45018172
893,2.014945,-0.025798587,-0.85687166,-0.23264211
894,-0.25014853,-0.29393363,0.9231921,1.4977677
895,0.2651587,-0.25761354,0.5546904,1.2003253
896,1.1522458,0.5639837,-0.8423941,0.42431033
897,0.7041471,0.9158344,-0.8769978,1.0858498
898,1.2032598,-0.2654028,-0.08661555,0.39220726
899,0.71848166,-0.94458133,0.8562898,0.48502308
900,1.1006004,0.2984807,-0.6909535,0.14309157
901,0.09554006,0.52215374,-0.1200721,1.0474792
902,0.46705848,-0.7829702,0.9100655,0.8069663
903,-0.28264815,-0.21981011,0.94862676,1.7831775
904,0.34621418,-0.2743565,0.49094257,1.0279207
905,-0.41716677,-0.44190013,1.2009366,1.6211349
906,0.011529967,1.5228257,-0.9133898,1.8385973
907,-0.020439863,1.5520508,-0.9602658,1.7710454
908,-0.41188395,0.8982426,0.011836942,1.8723986
909,1.0516126,-0.2751218,0.0082474,0.50190884
910,0.61977714,0.83180946,-0.8287237,0.7063564
911,-0.49064642,-0.76137584,1.5448436,1.5930073
912,1.4997048,-0.5487467,0.017587718,0.15097873
913,0.011285562,-0.8083007,1.2263376,1.0596747
914,0.9026033,-0.052417405,-0.030785494,0.8652097
915,0.46462005,-0.9047807,1.0311358,0.8350681
916,0.7300405,-0.39168078,0.3729281,0.73787344
917,0.110028625,-0.5849669,0.97261727,1.0304487
918,1.8989772,-0.40161747,-0.41487256,-0.14609802
919,1.1778599,1.2022461,-1.4633765,0.79950106
920,1.7004956,0.24509881,-0.9520877,0.034018457
921,1.5697992,0.2606815,-0.87675023,0.18005435
922,0.16323468,0.025410868,0.3637899,1.2464689
923,1.1490458,0.7818681,-1.0233288,0.81709266
924,0.72349656,-0.3549146,0.35101944,0.82788706
925,1.2937022,-0.24567258,-0.114338696,0.5269585
926,0.63893175,0.27029783,-0.23469189,0.68620634
927,0.54976857,-0.8283998,0.8557811,0.5344707
928,0.1804421,-0.32593447,0.6291101,1.2218577
929,-0.41580933,-0.9981606,1.6623908,1.385474
930,1.6712548,-0.3187517,-0.45883664,-0.362449
931,-0.17155457,-0.82733667,1.3627889,1.1405967
932,-0.043439038,-0.06596476,0.38579702,0.35519332
933,2.166688,-0.32161075,-0.64540577,-0.3627997
