,Cluster_1,Cluster_1,Cluster_2,Cluster_2,Cluster_3,Cluster_3,Cluster_4,Cluster_4,Cluster_5,Cluster_5,all_patnos,all_patnos
599,Protein_AGFG1,0.1845270443242053,Protein_ANG,-0.18190287240379455,Protein_FLT4,-0.13325615893190523,Protein_RET,-0.19420620146201006,Protein_COMP,0.16134781499825968,Protein_NRP2,7.21868523026121
600,Protein_TNFRSF21,0.18429606580364943,Protein_ATP1B2,0.1819011264584418,Protein_KIN.1,-0.13306535012731047,Protein_CBR3,-0.19372286775530956,Protein_SLC22A16,0.1612888256047902,Protein_NDST1,7.215423110425325
601,Protein_PTGR1,0.1842883975141545,Protein_HS6ST1,0.1817166716158205,Protein_TNFRSF1A,-0.13298714142378465,Protein_ROR1,-0.19363427537826539,Protein_RSPO3,-0.16125975142088533,Protein_CSF1.1,7.20785035011309
602,Protein_ASPH,0.18428661639516486,Protein_EPYC,-0.1815216089044256,Protein_AGR3,-0.13277617297987998,Protein_TNFSF8,-0.19356905179802553,Protein_KIAA1549L,-0.1612000363647299,Protein_PLOD2,7.2032169750168205
603,Protein_PLOD2,-0.18424706274399538,Protein_TIE1,0.18126626233790066,Protein_NUDC.1,-0.13271163982129508,Protein_EDA2R,-0.1935449562824294,Protein_EPHA3,-0.16068894350907548,Protein_UBL4A,7.201886551166365
604,Protein_KRT18,0.1835858015727143,Protein_DNM2,0.18114852242954527,Protein_FGG,-0.13261024168460533,Protein_IGF2R,-0.19345371416489998,Protein_NTN4,-0.16058588634806492,Protein_DPYSL3,7.190583680187634
605,Protein_DPEP2,0.18327216687000414,Protein_SMURF1,0.1811005053718393,Protein_QKI,0.13246982487458503,Protein_LRTM1,-0.19299133548170966,Protein_DSCAM,-0.16022774343202073,Protein_FKBP14,7.18993254741182
606,Protein_TGFB1,0.18323654105597997,Protein_MMP7,-0.18082598046850462,Protein_ACP6,-0.13223252871409485,Protein_HTN1,-0.192670702955535,Protein_SV2A,-0.16018845507790092,Protein_IL18BP,7.187694472463295
607,Protein_ADAM11,0.18316632068347527,Protein_GMFG,0.1805685990860102,Protein_CGA.2,0.1320768342451748,Protein_SSMEM1,-0.1923297032839253,Protein_VWC2L,-0.1598138673866707,Protein_IL6R.1,7.184005386201135
608,Protein_IGSF3,0.18314427103656028,Protein_EPHA7.1,0.18049031804924986,Protein_STK24,-0.13205951140275562,Protein_NTM.1,-0.192316996985201,Protein_CPXM1,0.15970001713527981,Protein_NETO2,7.17594896158273
609,Protein_GSTP1.1,0.18309891788580046,Protein_C3.2,-0.18030983885200058,Protein_TNFRSF19,-0.13198774046484463,Protein_SEMA6C.1,-0.19171620775472964,Protein_IL2RG,0.1595552889743752,Protein_KLK10,7.173376883868491
610,Protein_ADCYAP1.3,0.1830758182889196,Protein_PDGFRA,0.18019193767576525,Protein_MUC4,0.13194268730000003,Protein_PDGFRA,-0.19109238422834451,Protein_IL13RA1,0.1594775817349552,Protein_TSG101,7.165269150031699
611,Protein_SIGLEC12.1,0.183067066119595,Protein_GLIPR1,0.18000697577623548,Protein_CBR3,-0.13169749860337987,Protein_GPI,-0.1909595279682601,Protein_PLEK,0.15940421315720998,Protein_ST3GAL6,7.163597662690185
612,Protein_42624,0.1830152995317449,Protein_YBX2,-0.17976412652735974,Protein_IL17B.1,-0.13166660809649544,Protein_IDS,-0.19079831384879942,Protein_CLEC2L,-0.1592202741556692,Protein_INHBA,7.161101038388005
613,Protein_LRFN2,0.1829736670030453,Protein_UBB.1,0.1797374756910486,Protein_LDLR,0.1314604985194454,Protein_FTH1.1,-0.19048158162350548,Protein_PRKACA,0.15881131388638048,Protein_LRP12,7.156289712671365
614,Protein_PCDH9,0.18291011667224932,Protein_CA11,0.17963524161265632,Protein_ATAD2,0.13140088724188548,Protein_PLCB1,-0.19032489580457046,Protein_RNF114,0.1586290865937099,Protein_HEXB,7.153537073300935
615,Protein_TMPO,0.18289514939921503,Protein_TSG101,0.1795943562916804,Protein_CRLF1,-0.13122309552496958,Protein_PGAM1,-0.18978754047690138,Protein_PEAR1,0.15844265141088476,Protein_TPT1.1,7.149554047152479
616,Protein_APOD.1,0.1828608907321505,Protein_CPVL,0.17944043541329968,Protein_KEL,0.13094340358281054,Protein_LMAN2L,-0.18957064789600508,Protein_PSMD11,0.15828516817555993,Protein_VEGFA.1,7.14847430746112
617,Protein_DSC2,0.18283175746034086,Protein_LMAN2L,0.1793787874596502,Protein_IL12RB1.1,0.13092795195119544,Protein_PLXDC2,-0.18951348221427455,Protein_THPO,-0.15822152784283494,Protein_B4GALT7,7.145404704070115
618,Protein_SPINK2,0.18256206108842488,Protein_GNPDA1,0.17891671166183531,Protein_NR3C1,0.13088492200709467,Protein_CD300C.1,-0.18915212274728477,Protein_PRTN3.1,0.1581565966159002,Protein_TIMP1,7.14136594352056
619,Protein_TFRC.1,0.18249642115555442,Protein_SERPINB1,0.17878198158220915,Protein_C1S,-0.13086071073134953,Protein_FCGR2A,-0.1889519089951892,Protein_TXNDC12,0.15783199691441974,Protein_HBQ1,7.136888212366966
620,Protein_LMAN2L,0.1824947842600153,Protein_DDR1.1,0.1784074530040396,Protein_C10orf10,-0.1306287756125748,Protein_XCL1,-0.18866616771125067,Protein_EIF5A2,0.1577208558538401,Protein_DNAJC10,7.135580449626885
621,Protein_G3BP2,0.18241281891197447,Protein_DDR1.2,0.1783754421149606,Protein_ADCYAP1.1,0.13052888851989497,Protein_DKK2,-0.18849493412279994,Protein_MATN2,0.1576449828869304,Protein_NPS,7.13497425565639
622,Protein_CAP1,0.18215638795850508,Protein_PCDHGA12,0.17816874364489088,Protein_CNDP1.1,-0.13051890763731855,Protein_ST6GALNAC5,-0.18799843764160507,Protein_TNFAIP8,0.15742182433476026,Protein_CFB,7.13314824939392
623,Protein_WFIKKN2.1,0.18213468500769459,Protein_SAA1,-0.17804898992555973,Protein_NECTIN1,0.13044762061956483,Protein_POR,-0.1876801793079408,Protein_CXCL13.1,0.15724289140042513,Protein_HAPLN4,7.131136651072735
624,Protein_CREB3L4,0.18207188328596002,Protein_LSAMP,0.1780141503466499,Protein_OSCAR,0.13031611540200494,Protein_C3,0.18763090708555374,Protein_MAGEA4,0.15719379888368018,Protein_DNASE1L2,7.1310194332645995
625,Protein_IL18R1.1,0.18207164555966537,Protein_GGA1,0.17790086413526485,Protein_DEFB128,0.13016774387783014,Protein_TPST1,-0.18757707305700055,Protein_SEMA3G,-0.15705067266596906,Protein_CTSF.1,7.126452868133865
626,Protein_PPIA,0.18191459660814946,Protein_FMOD,-0.1776155610470349,Protein_FGFR1,-0.13004649269096014,Protein_IL6R.1,-0.18754023130547992,Protein_NLGN4X,-0.15704866338849932,Protein_CST6.1,7.1168766921909
627,Protein_ARHGAP1,0.1818971600885151,Protein_APLP2.1,0.1774946805915505,Protein_HCK,0.12991793033380983,Protein_EFNB2,-0.18749517161169926,Protein_NETO2,-0.15700764832257486,Protein_MATN4,7.102892215918185
628,Protein_SEMA4C,0.1816820027271806,Protein_CD276,-0.17707112555052484,Protein_PSG7,0.1297712765279746,Protein_CSTL1,-0.18698233948753495,Protein_UMOD,0.15692529616307516,Protein_PILRA.1,7.10072767198696
629,Protein_B2M,0.18157796610740018,Protein_GDF11.4,0.17690128488685541,Protein_EGFR.1,0.1296668208986902,Protein_CD274,-0.18658123092910062,Protein_TPI1,-0.15684868672622798,Protein_SMOC1.1,7.096091448769255
630,Protein_GABBR1,0.18146102830196487,Protein_ERBB3,0.17684056243721447,Protein_HNRNPA2B1,-0.1296200341103999,Protein_TNFRSF14,-0.18651795847699493,Protein_APOL1.2,0.15661428915672015,Protein_RAD23B,7.091057209734065
631,Protein_CHL1,0.1813622766772509,Protein_PLA2G2E,0.17671081232175023,Protein_FAH,-0.12954295899714463,Protein_SIGLEC12.1,-0.18640076284950968,Protein_ELMO1,0.15652285674343958,Protein_SPARCL1,7.077792772361735
632,Protein_VEGFA.1,0.18103388549167043,Protein_DNER.1,0.1763988183809495,Protein_APOA5.2,0.12936923206165485,Protein_EVL,-0.18633835492582485,Protein_S100A5,0.15648548601390466,Protein_TP53I11,7.07533967120129
633,Protein_NFASC,0.1808437065626496,Protein_HNRNPA2B1,-0.17618517120854005,Protein_FBLN5,-0.1292034878514503,Protein_BOLA3,-0.18633126082383988,Protein_CXCL8,0.15636340366227497,Protein_LILRB4,7.07503979012561
634,Protein_EFNA4,0.18056825873271443,Protein_SH3BGRL,0.17591741138254502,Protein_KAT6A,0.12911801298449,Protein_KLK7,-0.18600447435858403,Protein_LHB,-0.15628236304435994,Protein_EPHA2,7.074406047148726
635,Protein_HP.1,0.18035047208738053,Protein_CAPN2,0.17563019051959472,Protein_PCDHGA8.1,0.12909374022260467,Protein_YWHAB,-0.1857733947248401,Protein_NELL1,-0.15608484232484487,Protein_SERPINA4.1,7.071371869811035
636,Protein_COL18A1,0.1802981766733005,Protein_VCY,-0.17547651652809515,Protein_ZYX,-0.1290642665636046,Protein_IL1RL2,-0.18527298557321514,Protein_S100A13,0.15605574202760586,Protein_SMPD1,7.07124876984669
637,Protein_LACRT,-0.1802012305872296,Protein_EPB41,-0.17539660147320468,Protein_GRAP2,0.12903347241762475,Protein_MIA,0.18461189062530003,Protein_ICOSLG.1,-0.15593271579105483,Protein_CACYBP,7.067209462946019
638,Protein_CNOT1,0.1796259169259451,Protein_ERMAP.1,0.1753678250397499,Protein_SLITRK1,-0.12874711593085042,Protein_AMBN,0.18422019727961514,Protein_MMP12,0.1557474845186202,Protein_PDIA3.1,7.06602271026419
639,Protein_CRIP2,0.17921644603212528,Protein_SELL,-0.17525946480973076,Protein_FH,-0.12870671311166504,Protein_CLEC11A.1,-0.18416826347312476,Protein_PLA2G12B,0.15559134198224522,Protein_VPS29,7.063336816345565
640,Protein_LAYN,0.17914281490777473,Protein_FN1,0.17457661398678948,Protein_ROBO4,-0.12866688133032955,Protein_ISM2,0.18400138482647055,Protein_LILRA5,0.15558113897175962,Protein_NELL2,7.06251414937258
641,Protein_AK1,0.1789727017421554,Protein_APOL1.1,-0.17456334968831522,Protein_HIF1A,0.12851866769706533,Protein_HP.1,0.18379290497555045,Protein_ST6GALNAC2,0.15555132985112996,Protein_PGRMC1,7.06216168839771
642,Protein_DLL1.1,0.1787612053005896,Protein_REG1A,-0.17442220250711538,Protein_LIPA,-0.12844605073117998,Protein_FN1.2,-0.18378391192281907,Protein_FCGR3B,0.15548500314300995,Protein_A4GALT,7.049592519057541
643,Protein_SMOC1,0.1785903717514996,Protein_LAMC2,-0.17430293294125043,Protein_RSPO2.1,-0.1283600734057142,Protein_CILP,-0.18349627532863,Protein_ARPC3,0.15547487725844933,Protein_KREMEN1,7.045882405692485
644,Protein_NR3C1,-0.17814457775873005,Protein_TOLLIP,0.17429545683094538,Protein_HSPB1,-0.12835599466036518,Protein_CAT,-0.1832901091524497,Protein_ATP5J,0.15501986512433508,Protein_HAVCR2.2,7.04327166133818
645,Protein_STK24,0.17798605579351978,Protein_RLN1,-0.1742812523759647,Protein_PAFAH1B2,-0.12833732775952544,Protein_HP,0.18315746979933012,Protein_A2M,0.15479506961718936,Protein_F2.1,7.041417788966485
646,Protein_ADAM23,0.17752470781698548,Protein_SMOC1,0.17428032958240003,Protein_SIRT2,-0.12819309241823973,Protein_STIM1,-0.1831485014517451,Protein_MMP16.1,-0.1547315638166844,Protein_HYAL1,7.03733148983265
647,Protein_SEMA6A.1,0.17740359639447512,Protein_ACHE,0.1742012386348062,Protein_DEFB110,0.12776474712474517,Protein_BRICD5,-0.1829543617584397,Protein_IGF2.1,0.15471874808759,Protein_COLEC12,7.03651026316291
648,Protein_F10,0.17725966637993018,Protein_MGAT2,0.17385806561481054,Protein_HTRA2,-0.12755263547982487,Protein_ATF6B,-0.1829298686062253,Protein_BAD,0.15463385436235977,Protein_IL9.1,7.032703498330015
649,Protein_NTN1.2,0.17712185263360514,Protein_DMKN,0.17331208738998516,Protein_ITGA1,-0.1275042753785045,Protein_PRDX1,-0.18277628146688496,Protein_MMP8,-0.1544814036347808,Protein_MDM1,7.03182447241184
650,Protein_NNMT,0.17710188951710504,Protein_PTPRS,0.17328344961594944,Protein_CDNF.1,-0.1274123022096596,Protein_VTN,0.18272719431846562,Protein_DARS,0.15386186916261524,Protein_L1CAM,7.0257387528994
651,Protein_CD58,0.1770443738263645,Protein_KLK14.1,-0.17313350638727476,Protein_GGA3,-0.12729569683282538,Protein_CSF1R,-0.1824032173200849,Protein_REG3A,0.15374697300914963,Protein_PCOLCE2,7.02021721037919
652,Protein_PRKAR1B,0.17700177831007524,Protein_FTH1.1,0.17301808212620973,Protein_PGD,-0.12722622139790918,Protein_MFGE8,-0.18240288818390038,Protein_GHR,0.1535652098359399,Protein_TYRO3,7.0130101036496
653,Protein_ADAM32,-0.1769657840915252,Protein_GABARAPL2,0.1728378061960587,Protein_CALCOCO2,-0.1272068895039613,Protein_MICB.1,-0.18212252248512528,Protein_CNDP1,-0.15335017301626142,Protein_DNAJB11,7.0097111432852195
654,Protein_GFRA1,0.17688620665804988,Protein_APEX1,-0.17280169424239933,Protein_ASPH,-0.12714468756232034,Protein_C11orf87,-0.1819657263272898,Protein_PAM,0.15319689236200018,Protein_TNFRSF25,7.00654745507332
655,Protein_TNFRSF11A.1,0.17683904144815,Protein_IGFBP6.1,-0.17280129798585087,Protein_NENF,0.12709716737604992,Protein_CPB2,0.18136309360557012,Protein_PKDCC,0.15317679824660457,Protein_ALB,7.004927811622984
656,Protein_ATF6B,0.17652720506782948,Protein_TNFRSF10D,-0.17197462930700969,Protein_IL12B.2,0.12695994942506017,Protein_ALPL,0.1808571109619006,Protein_PCDH10.1,-0.15293161089079987,Protein_EPDR1,7.003770271281715
657,Protein_BGLAP,0.17638751707462053,Protein_RAB22A,0.17150362583414047,Protein_ITIH5,-0.12693751357852,Protein_SPOCK1,-0.1806579013688996,Protein_HSPA1A,0.1526288122242998,Protein_MRC1,7.001719191220655
658,Protein_RBP4.1,0.17632049508194525,Protein_DUT,0.17141696919262017,Protein_LGALS8,0.12688106913972508,Protein_GPC2,-0.18060719260942482,Protein_PCDH9,-0.15259447447285002,Protein_CTSS,7.00014253209368
659,Protein_CPD,0.17595870703973926,Protein_SEMA6A.1,0.17139639652643623,Protein_ISG15,-0.1268325518879898,Protein_LRIG3,-0.18028535638656962,Protein_AGAP2,-0.15256852835146484,Protein_IL17D,6.995746741024879
660,Protein_CXCL12.1,0.17574097451045523,Protein_CSF1R,0.1711282729395851,Protein_C16orf54,0.12672658478668497,Protein_GNPDA1,-0.18001292630617405,Protein_NME2,0.1525008102772003,Protein_GDF11,6.963567119086354
661,Protein_ITIH1,0.17573946995457979,Protein_COMP,-0.17112477521547032,Protein_LAD1,0.12667459261104508,Protein_REXO2,-0.17925685708309036,Protein_MANBA,-0.1523427500996153,Protein_KIAA0040,6.9628544699094395
662,Protein_LMAN2.1,0.17557463801500006,Protein_IGF1,-0.17086446017474533,Protein_FBXL4.1,0.1265999271438798,Protein_AFM,0.17923357336437995,Protein_HERC1,-0.1523401975549854,Protein_C9,6.961100229857751
663,Protein_SH3BGRL,0.17557431695616987,Protein_CDH3,-0.17085326677945023,Protein_FAM171B.2,-0.12658817170998038,Protein_NRP2,-0.17917801967568492,Protein_RNF165,0.15218422846646518,Protein_NME2,6.952036574846135
664,Protein_COTL1,0.1754288580376251,Protein_UNC5C,0.17081483676266984,Protein_JAG2,0.126536461623465,Protein_IGFALS,0.17875375506300495,Protein_ILK,0.1520383576835751,Protein_CASQ1,6.944843801702454
665,Protein_BMP7,0.1754050750312155,Protein_APLP2,0.17079166706374949,Protein_FAM177A1,-0.12653578361848972,Protein_PDIA3.1,-0.17868060886131998,Protein_VCY,0.15149726678466502,Protein_AKR1A1,6.940436475181075
666,Protein_RPN1,0.17540395919089002,Protein_TBCA,0.17074533304447925,Protein_MSRB3,0.1265077763589102,Protein_C1QL2,-0.17859431377050994,Protein_NELL2,0.1514214380798946,Protein_CLEC11A,6.932328611010686
667,Protein_HEXB,0.1752968752795847,Protein_FGF1,-0.17072440706522496,Protein_CA2,0.12630197913884,Protein_CSF1,-0.17815813651324497,Protein_IGFBP5,0.15119077242947032,Protein_CRTAC1,6.927918621103505
668,Protein_FCGR3B,0.17526964059705952,Protein_HAVCR2.1,0.17062044493553508,Protein_SPINT2,-0.12628655847470505,Protein_CHKB.1,-0.17806245257581477,Protein_WFDC8,0.15100448420297985,Protein_MINPP1,6.92065037121586
669,Protein_CAND1,0.17514291024998974,Protein_SDHAF2,0.1705393929714507,Protein_ISG15.1,-0.12620367796991516,Protein_IFNGR2.2,-0.17788180567522005,Protein_STX2,-0.150952146608204,Protein_PCDHAC2,6.91784420025931
670,Protein_RGMA,0.17467146986350013,Protein_CD79A,0.17034972559387995,Protein_NLGN2.1,-0.1261226673245499,Protein_DSG2,0.17786107722522448,Protein_CADM3,-0.1507838422371499,Protein_A2M,6.915807607512885
671,Protein_ACP6,0.17453646008357993,Protein_CRYGD,0.17030291912800521,Protein_RPN1,-0.12609173662162476,Protein_IL6R,-0.17773371820153505,Protein_STX3,-0.15053556323409412,Protein_CPB2,6.908953533852925
672,Protein_SUMO3,0.17410829855856136,Protein_CXCL10,-0.17026488495240955,Protein_SPAST,-0.12596303729817482,Protein_BTD,-0.1777313195648249,Protein_VNN2,0.15048257952110022,Protein_MMP3,6.907631908901919
673,Protein_RAF1,0.1741028960056954,Protein_NTM.1,0.16994860843279902,Protein_TMOD3,-0.12589742035481422,Protein_SEMA4C,-0.17745516943310946,Protein_CST6,0.15046670396840467,Protein_TAX1BP1,6.90395516681183
674,Protein_CPM,0.1740212308439708,Protein_RNF165,-0.16980128922224003,Protein_PPM1D,0.12582199602167998,Protein_GGH,-0.1770522297860606,Protein_CMPK1.1,0.15020335028257992,Protein_HS3ST1,6.89557304193647
675,Protein_GP5,0.17325212906512988,Protein_VIMP,0.16966045666521534,Protein_BMP6,-0.1257523879396949,Protein_IL9.1,0.17665937177757973,Protein_LAG3,0.14994104568906463,Protein_FLT1,6.890456455070344
676,Protein_UBL4A,0.17324683480376013,Protein_ARHGAP36,-0.1696567453005251,Protein_HSP90B1,-0.12571065028725492,Protein_CLEC11A,-0.1765215293899507,Protein_DKK4,0.14987654863801536,Protein_FSTL1.1,6.88729258201414
677,Protein_CPA4,0.17310585232761522,Protein_IGSF11.1,0.16944484481213973,Protein_RAD23B,-0.12570702134960499,Protein_IGHM,0.17642002093046982,Protein_SEMA6A.1,-0.14957110032731435,Protein_TXNDC5,6.882790236263235
678,Protein_DNAJC10,0.17303292952043003,Protein_KNG1.2,-0.16942416322815523,Protein_ISLR2.1,-0.12568853817920456,Protein_ISG15.1,-0.17638633301629492,Protein_PDXP,-0.14931051207557955,Protein_CTSC,6.880559394450405
679,Protein_PKM,0.17291588777680023,Protein_SRXN1,0.16940820047891503,Protein_SNCA.1,-0.1256305493104648,Protein_TXNDC5,-0.1761079179230447,Protein_LILRA6,0.14916118995710037,Protein_GOT1,6.87086299123766
680,Protein_HLA-DQA2,0.17281549937882001,Protein_PLXDC1,0.16915474154926002,Protein_FCN1,0.12558162604364975,Protein_SOD3.1,0.17594871797385014,Protein_DDR1.1,-0.14899686437539028,Protein_MPZ,6.86072860419237
681,Protein_GALNT16,0.1727325905532755,Protein_GAS1,0.16901789778344511,Protein_DNAI1,0.12547336126563513,Protein_RAB14,-0.17535370028824016,Protein_ST6GALNAC5,-0.14899605964957008,Protein_STX3,6.859514001743349
682,Protein_HIST1H3A,-0.17273034702544487,Protein_XPNPEP1,0.16894565572935427,Protein_FCGR3B,-0.12542169832211503,Protein_CLEC3B,-0.17518897325503024,Protein_CXCL6,0.14892098981520996,Protein_PTPN11.1,6.858534905630955
683,Protein_B3GAT3,0.17248592549492514,Protein_ENTPD3,0.16880889903230578,Protein_PKDCC,-0.12539474886932034,Protein_EFEMP1,-0.1750680678756149,Protein_S100A6,0.14876592869468963,Protein_IGF2.1,6.8582455302003
684,Protein_UNC5C,0.17247990001579971,Protein_CPNE1.1,0.16875623511053917,Protein_INHBB,-0.12531679136992047,Protein_HGS,-0.1750320616434453,Protein_AIF1,0.14848351731637388,Protein_XXYLT1,6.858177903467675
685,Protein_LRP2,0.17241624747222506,Protein_GPC2,0.1686953373130251,Protein_IL7.1,0.1252852264909352,Protein_TMEM38B,-0.1745546111793299,Protein_CNDP1.1,-0.1482312302638995,Protein_KIF3A,6.852236448166445
686,Protein_IL11RA,0.17227895987075525,Protein_TNFRSF17,-0.16869042780883525,Protein_CDC42BPB,0.12526355497027497,Protein_TARP,0.1744868458753348,Protein_IFNGR2.1,-0.1482119137003397,Protein_CAPN1,6.84219166398201
687,Protein_APOM,0.17210713588395432,Protein_NDST1,0.1686520411824448,Protein_CAMP,0.1252438566228351,Protein_CAST,-0.17446416259626574,Protein_AKT2.1,0.14801544963481472,Protein_IGHG1.1,6.835115246119085
688,Protein_KLK10,0.17204650034388447,Protein_IGLON5,0.1685361715832503,Protein_BOC,-0.12523170879722834,Protein_NELL1,-0.17422636484235454,Protein_NLGN1,-0.14788775229219997,Protein_METAP2,6.8304150552494995
689,Protein_APOL1,0.17196123203063518,Protein_FN1.2,0.16852695055173506,Protein_CXCL6,-0.12522465142609018,Protein_XRCC4,-0.17414331470911026,Protein_RARRES2,0.1476626261073939,Protein_TRIL.1,6.829773604967706
690,Protein_COLEC11,0.17192234889245528,Protein_KLK3.1,-0.1683170679763899,Protein_ACVR2B,0.1250571305903545,Protein_TPST2,-0.17399116103442447,Protein_QPCTL,-0.14761733893043516,Protein_TMPRSS5,6.825646678041695
691,Protein_FJX1,0.17188110976705495,Protein_EPHA7,0.1681699740361502,Protein_INHBA.1,-0.1250480211974896,Protein_DNM2,-0.1739652046465845,Protein_JAM3,-0.14747511891448006,Protein_FBP2,6.82231190766964
692,Protein_TKT,0.17178357998019944,Protein_HBE1.1,-0.1681691875790703,Protein_FGF22,0.12484244383202991,Protein_TXLNA,-0.17396300030564582,Protein_ODC1,0.14733510024558005,Protein_C14orf93,6.8187679245325
693,Protein_RET,0.17176271498070506,Protein_TNFRSF11A,0.16774736221999031,Protein_KCNIP4,-0.12467116905271791,Protein_RPN1,-0.173644135596565,Protein_LGALS3,0.14710258416146482,Protein_FAM19A4,6.807905488780435
694,Protein_FGFBP3,0.17174411734827988,Protein_HK1,0.16764207411626497,Protein_C14orf93,-0.12452837664116956,Protein_GALE,-0.17341444675115048,Protein_PIGR,-0.14705514532173014,Protein_CDC42,6.80603325944307
695,Protein_MANEA,0.1717313164837404,Protein_TNFRSF14,0.16710041349193538,Protein_SIGLEC6,0.12441021009925013,Protein_CSMD2,-0.17340121128460062,Protein_NCAM2,-0.14693433204183037,Protein_C1QTNF1,6.80206832676659
696,Protein_GSN,0.17166998692478552,Protein_ELANE,-0.1670801157948003,Protein_MAPK9,0.12435000566894505,Protein_C6orf58,0.1732370772659797,Protein_PCBP1,0.14686785226425947,Protein_NGFR,6.80037751571901
697,Protein_DSCAM,0.17117450733595874,Protein_SMOC1.1,0.16703734466744535,Protein_KRT72,0.12434740215899032,Protein_LEP,0.173196728795725,Protein_LRTM1,-0.14653730836462442,Protein_BRSK2,6.789257801477746
698,Protein_TBCE,0.17085360429782037,Protein_AGAP2,0.16699018942601018,Protein_CD40,-0.12433551284050015,Protein_DEFB119.1,0.17307146610269974,Protein_NAP1L2,0.14604032527196464,Protein_QSOX1.1,6.78485544355806
699,Protein_ASGR2,0.17062799496530978,Protein_CXCL12.1,-0.166874118001485,Protein_CD3E,0.12411489250886953,Protein_BGLAP,-0.17297240862155938,Protein_PKP2,0.14603861055617484,Protein_CASP10,6.779360938947525
700,Protein_APOA2,0.1706129136836907,Protein_SIAE,0.16685571596027948,Protein_UMOD,-0.12403142474496054,Protein_SIRT5,0.17287995223122987,Protein_GMFG,-0.14573276631996057,Protein_SYT5,6.77381980991921
701,Protein_CDNF.1,0.17051764384650037,Protein_FABP4,-0.16672748036413942,Protein_OAF,-0.12400797517829432,Protein_IGBP1,-0.1727537040893754,Protein_LRFN5,-0.14564447322414997,Protein_SYNE2,6.772551817773155
702,Protein_MAPRE1,0.17041572566490482,Protein_GALK1,-0.1666313608300003,Protein_YME1L1,0.12392219696314477,Protein_KCNE5.1,-0.17248201038039035,Protein_CFAP45,-0.1456028416594246,Protein_CFP,6.7589347196536345
703,Protein_ACAN,0.17005127033584966,Protein_CADM1,0.1664713020933597,Protein_DEFB129,0.12377906771506497,Protein_NOTCH2.2,-0.1723884358476453,Protein_RBM3,0.14516567863317986,Protein_JTB,6.756467660227511
704,Protein_PRKCD,-0.1699167090490592,Protein_CSNK2A1.2,-0.16645321129061985,Protein_FAM151A,0.12368569175268984,Protein_HPX,0.17230814041345077,Protein_IL17B,0.14487836273153976,Protein_DNAJB9,6.753422255309674
705,Protein_NPS,0.16960724369983016,Protein_NNMT,0.1664164856924053,Protein_CDH6,0.12364374665940003,Protein_CFAP45,-0.1722655954846748,Protein_WISP1,0.14468057930210554,Protein_TNFRSF19,6.753381574711105
706,Protein_TENM4,0.16942295527145967,Protein_HNRNPA1,-0.16623554323521006,Protein_TWF1,-0.12356381539044481,Protein_NOG.1,-0.17206307448575453,Protein_KIRREL3,-0.14449844750149587,Protein_CBR3,6.74726862354457
707,Protein_FAM163B,0.16905868957374492,Protein_LCP1,-0.16601166413997603,Protein_MPL,0.12355522353801973,Protein_TOR1AIP1,-0.17199894983514463,Protein_ARRDC3,0.1442944182885848,Protein_C3.5,6.743957769916539
708,Protein_POSTN,0.1689311308125947,Protein_CPM,0.16524217916544082,Protein_FBL,0.12352751833259479,Protein_CTAG1A,-0.17143869245325982,Protein_MDH1,-0.14402827928325035,Protein_CCL23.1,6.738211778680849
709,Protein_SERPINA7,0.16860993235185529,Protein_MGAT4C,0.16510960424614574,Protein_ADM2,0.12334408829574528,Protein_UBE2E1,-0.17137939040349437,Protein_ALDOC,-0.14402493489139978,Protein_TTC1,6.732197234820225
710,Protein_UFM1,0.16849361515943473,Protein_HTATIP2.1,0.16498122664336456,Protein_APOB,-0.1231846725436303,Protein_RBM22,-0.17133071183493565,Protein_CA10.1,-0.14395191157725495,Protein_MESDC2,6.73071217600978
711,Protein_ISG15,0.16841164254283036,Protein_SEMA3C,0.1648608499053399,Protein_IL17A.2,0.12308688731826978,Protein_AMIGO2.1,-0.17130824739687545,Protein_PPA1,0.14392092409425006,Protein_C6,6.72474016114421
712,Protein_CAMK2B,0.16829867152842537,Protein_RANBP3,0.1647075271343441,Protein_ETV5,0.12304069590945987,Protein_KLK5.1,0.1710174234731101,Protein_IL1R1,0.14386089109523992,Protein_C11orf68,6.713899250419895
713,Protein_SIRT5,-0.16823186048916527,Protein_TRA2B,-0.164683389308375,Protein_PZP,0.12298650614619966,Protein_TSG101,-0.17087285096564475,Protein_NTM,-0.14378890139160116,Protein_CSF1R,6.707743548205085
714,Protein_PPIA.1,0.16816892450646037,Protein_SIGLEC12.1,0.16461790420189537,Protein_C1orf185,0.1229661023271249,Protein_CST3,-0.17054427287480056,Protein_MXRA8,0.14367785386240017,Protein_CXCL12,6.703226872327465
715,Protein_BMP6.1,0.16815925423889944,Protein_UBE2N,0.1644969861627894,Protein_FAF2.2,-0.12288628634223997,Protein_KRTAP2-4,-0.17041407136969955,Protein_STMN3,-0.14359268386812518,Protein_OLFML3,6.70227554048647
716,Protein_PTPRD,0.16813250375934974,Protein_CXCL12,-0.1642311971080055,Protein_MATN3,0.1228676277520302,Protein_FAS,-0.1702421683621056,Protein_DLK2,-0.14342190794979892,Protein_RTN4,6.70089961842488
