,Cluster_1,Cluster_1,Cluster_2,Cluster_2,Cluster_3,Cluster_3,Cluster_4,Cluster_4,Cluster_5,Cluster_5,all_patnos,all_patnos
3660,Protein_SPOCK1,0.0465265239971,Protein_RMDN3,-0.02784741441990013,Protein_PEX14,-0.03215485615800029,Protein_AP1G2,-0.04393574149226476,Protein_FOXL2,-0.017878789342620216,Protein_PTPN2,2.8139800733421296
3661,Protein_PQBP1,-0.04651554197346042,Protein_MRAP,-0.027832763572010144,Protein_NCK1,0.03207848590016482,Protein_IFNW1,0.04390706316221005,Protein_TXN.1,-0.017861018121800187,Protein_UTS2B,2.813391172770105
3662,Protein_AIFM1.1,-0.04641474027301484,Protein_SLC27A2,-0.027813760161434775,Protein_COL9A1,0.03205869063167022,Protein_FIBCD1,0.04388878323537493,Protein_SLC26A11,0.017847106965470427,Protein_KYNU,2.8132511146305053
3663,Protein_NRAS,-0.046411403949015106,Protein_TRIL,-0.02779842453008019,Protein_DUSP15,0.0320367791162699,Protein_MAPK14,0.04387799215394006,Protein_H2AFZ,-0.017829816348500227,Protein_MRPL32,2.81300876381759
3664,Protein_IL36G,-0.046364616174710216,Protein_CISD2,-0.02777056184141502,Protein_IMPDH1,-0.03201452275974992,Protein_EIF5,0.043864256061514784,Protein_GALNT11,-0.017828901279835163,Protein_F11,2.8129243183529153
3665,Protein_PDXK,-0.04635743093482003,Protein_ARF3,0.02776287576501435,Protein_CLEC4C,0.03200383919327532,Protein_MAN1B1,-0.0438574219736001,Protein_PPIH,-0.017823482917905142,Protein_SHISA2,2.8127032885798497
3666,Protein_SPN,-0.046295984885474706,Protein_FLNA,-0.02776111158537997,Protein_ACVRL1,0.03199839426021489,Protein_CSNK1G2,0.0438436728939402,Protein_SCMH1,-0.017810732361830173,Protein_DUS2,2.81249610693053
3667,Protein_IL1RN,0.04625962062291489,Protein_AGR2,-0.027745576631854618,Protein_IL25,0.03191342214036519,Protein_ARSK,0.04381990551975079,Protein_ITPKC,-0.017800865217515005,Protein_KLRG2,2.811284360348875
3668,Protein_CTBP1,-0.046242169503289965,Protein_PTK2B,-0.027699704798489933,Protein_ASNA1,0.031855902775860034,Protein_SFRP2,0.04379464509990538,Protein_FAS,0.01778628527369941,Protein_AOC2,2.81068927173519
3669,Protein_ACTN1,-0.046239208548235045,Protein_HS3ST4,-0.027669932648669793,Protein_MDH1,-0.03181639951749915,Protein_AGO1,0.043786497286270265,Protein_CSMD1,0.017778556470005258,Protein_JPH3,2.809742530852885
3670,Protein_SIGLEC10,0.0462324345474352,Protein_TBC1D5,-0.02766465921848038,Protein_ZNF560,0.031802606073844775,Protein_PSMD7,0.04378524693232477,Protein_TPSG1.1,-0.01777026118483005,Protein_RND1,2.8079840862172
3671,Protein_SHBG.1,0.046195162232315345,Protein_MFNG,-0.027637967641290118,Protein_GOT1,-0.03178048524516974,Protein_BCL2L2,0.043731443071769904,Protein_FURIN,0.017759341638410087,Protein_IL12RB1.1,2.8073877123317548
3672,Protein_ANXA5,0.046130543198315443,Protein_RS1,-0.027605458010894868,Protein_KLK6,0.03177480211138484,Protein_IRF4,0.04369911899702483,Protein_UBE2N,-0.017734726416740454,Protein_HERPUD2,2.807327068439485
3673,Protein_IGF1,0.04612238442657013,Protein_NCL,-0.0275693746097998,Protein_SSR1,0.031721428923485284,Protein_FABP4,0.043669739761820425,Protein_TTC9B,-0.017706255173349783,Protein_ARHGEF2,2.8070781881986
3674,Protein_STAR,0.04612020177673015,Protein_SLMAP,-0.027557066153474974,Protein_KLRK1.1,0.03170979879786051,Protein_IGFBP2.2,0.04365616808939965,Protein_TREML1,-0.017706232306739844,Protein_PRKAA1,2.806899036365135
3675,Protein_PROK1,-0.04611728556606498,Protein_TGFB1,0.02746854867619941,Protein_PTK2B.1,-0.03166989043680424,Protein_PLOD3,0.0435894432869155,Protein_TLR1,-0.017702570476179957,Protein_PRKCQ,2.80625858367737
3676,Protein_FMR1,-0.046080833600959936,Protein_GLT8D1,-0.02742166283684977,Protein_SCIN,-0.031659183777170696,Protein_HMP19,0.04353334327909475,Protein_WFIKKN1,-0.0177006634199397,Protein_BECN1,2.80534528696778
3677,Protein_ANXA6,-0.04600918030015011,Protein_DAPK2,-0.027417963378040255,Protein_C1QTNF3.1,-0.0316585043938451,Protein_MMP2,0.043525513865199095,Protein_TPM2,-0.017684288199100173,Protein_PARK7.1,2.8049815770929447
3678,Protein_GPR135,-0.04598946371877499,Protein_RNF149,-0.027414927735665007,Protein_EDA,0.031602994539520424,Protein_STX6,-0.04352075045814008,Protein_C8A,0.017654858695465014,Protein_ATRAID,2.804516318881645
3679,Protein_DNAJC30,-0.04596843570535025,Protein_DLK1.1,-0.02739521044991511,Protein_ZNRF3,0.03159045861257015,Protein_IL17B.1,-0.04350113224000518,Protein_SERPINA9,0.01758053436050977,Protein_CEACAM1,2.8035936864668702
3680,Protein_CALB1,0.04590946029702003,Protein_PLSCR3,-0.027377265886364466,Protein_IGHG4,0.031548219270864486,Protein_WFDC8,0.04345699516815982,Protein_TMPRSS11D,-0.017570610489639926,Protein_FGFR2,2.8033232767990803
3681,Protein_PTH,-0.04589707522684505,Protein_BRD2,-0.02737248868926523,Protein_FXN,0.031522604705954915,Protein_WFDC3,0.04341403725621751,Protein_PTH2,-0.017570210010489973,Protein_ABL1,2.8031788944748097
3682,Protein_LPCAT2,-0.045855493702710026,Protein_IFNW1,-0.027368296946435056,Protein_TGFA,-0.03147162854932484,Protein_LDLRAD4,0.04332074233258987,Protein_IQCF3,-0.017547197737649567,Protein_ALOX15B,2.803056261120485
3683,Protein_SPOCK3,-0.0458505003426497,Protein_EDA.1,0.02736528150563089,Protein_B3GLCT,0.0314351476225303,Protein_IFNB1.1,0.04330738901339992,Protein_MFF,0.017513292630880528,Protein_COLGALT2,2.80295622689998
3684,Protein_KIF23,-0.0458453807478898,Protein_C1orf162,0.027360334972239997,Protein_EFNA3.1,0.03141575560280074,Protein_GSTM3,0.043301622398289386,Protein_CD74,-0.017505770512664665,Protein_HMG20A,2.802618402427605
3685,Protein_LRRK2,-0.045690138359055776,Protein_ADAMDEC1,-0.027275281212769897,Protein_CTRB1,0.03140597990147498,Protein_ADM,0.043296344693230626,Protein_SKP1,-0.017491744093519834,Protein_INPP5E,2.801846978785955
3686,Protein_CSNK1D,-0.04564878930312011,Protein_SLAMF6,-0.027267832759864774,Protein_EHF,-0.031361074557254565,Protein_PLA2G12B,0.04327905960216527,Protein_MFRP,0.017462542691165206,Protein_ZPLD1,2.801501508335765
3687,Protein_ARTN,0.04563104433719012,Protein_SLC30A3,0.027262338512834994,Protein_HIST1H3A,0.031343188648869535,Protein_PCOLCE,-0.04313867484175038,Protein_DEFB112,0.017455397607510026,Protein_FGF3,2.8007655111095797
3688,Protein_DDX23,-0.0455444647043195,Protein_MAN1A1,-0.0272544219126849,Protein_TNNI3,0.03132273915942996,Protein_ILK,0.04308463860409506,Protein_NEU1,-0.017439521125570012,Protein_MASP1,2.800552695641465
3689,Protein_FKBP1B,0.04543642052252972,Protein_UBE2I,0.027227734904370138,Protein_SELP,-0.03131934524620528,Protein_BRPF1,0.043007020829819886,Protein_ARG1,0.0174295453838047,Protein_DEFB132,2.79805009902004
3690,Protein_UROS,-0.04539122758499481,Protein_B3GALT1,-0.027211876324665152,Protein_PITPNA,-0.03130264547103945,Protein_SRC,-0.04292682706033535,Protein_ZHX3,0.01739219422644034,Protein_PSG4,2.7979120928238
3691,Protein_FAP,-0.04536466762613989,Protein_IGDCC4,-0.027165255637619623,Protein_STUB1.1,0.031299819133169926,Protein_C6orf226,0.04284869443458006,Protein_C10orf105,-0.0173852893612354,Protein_CD300E.1,2.79734081973218
3692,Protein_GNPNAT1,0.04535053227246966,Protein_WFIKKN2,0.027153520299750156,Protein_SNX7,0.031289496942215056,Protein_SERPIND1,-0.042828343511819966,Protein_HDAC8,0.017381528024100756,Protein_CD70,2.79715437309791
3693,Protein_EHBP1,-0.04524801767442521,Protein_ARPP21,-0.027134232068545483,Protein_GAN,0.03128613546185521,Protein_FUT2,0.04281253084475001,Protein_CLPB,-0.017379977934595114,Protein_DYNLL1,2.79697295289591
3694,Protein_NUP210,-0.04524462862659484,Protein_COLGALT1,-0.02705994035834003,Protein_LRRC37A2,0.031284567379764816,Protein_GCNT4,0.04281135097829014,Protein_TEPSIN,0.01733140827590418,Protein_IGHD,2.79612886705298
3695,Protein_IL1R1,0.04516371587086487,Protein_CEACAM3,-0.027041731794720025,Protein_CCL5.1,0.031261373760290034,Protein_RRM1,0.042799249782655036,Protein_DEFB121,-0.017331272478775306,Protein_TMEM119,2.795447889901575
3696,Protein_GRP,-0.04512089847795542,Protein_ADAMTS5,-0.027038222110504773,Protein_NR3C2,-0.03125951649893022,Protein_CDSN,0.04278841517234455,Protein_CLEC4A,-0.017322039653175247,Protein_NECTIN3,2.795430347671795
3697,Protein_TMPRSS6,-0.044989576118385166,Protein_TAB1,-0.027035502050495097,Protein_QSOX1,0.031095127156484992,Protein_FUT9,0.042717807861675006,Protein_NMT1.1,-0.017309875833414923,Protein_GPX7,2.79481653962363
3698,Protein_MUL1.1,0.04494840319500981,Protein_DPEP1,-0.027032521861214853,Protein_LRPAP1,0.031092295278504878,Protein_PPM1L,0.04271082128484549,Protein_LTF.1,0.01730978978507558,Protein_PTCHD3,2.7927416912566096
3699,Protein_TBP,-0.044935974481234986,Protein_SEC61B,-0.027013905315954823,Protein_STIM1.1,0.03104921921995496,Protein_MFAP2,-0.04269218686118448,Protein_DLL3,0.017289622668064997,Protein_HECW1,2.792289875861635
3700,Protein_CHST5,0.044868700096684755,Protein_CSMD1,0.026972095816550024,Protein_SRL,-0.030988032253564946,Protein_CD27,0.042662493121349954,Protein_RIPK2,0.017277603821225007,Protein_PEX14.1,2.7918743289713
3701,Protein_RGS18,-0.04485426977543017,Protein_IL1B,-0.026970976649229872,Protein_GRB2,-0.030852525329606806,Protein_CROT,0.04247324257941498,Protein_ZPLD1,-0.017275342098450164,Protein_GH1,2.7916212700436702
3702,Protein_BICDL1,-0.04483065603769476,Protein_LPAL2,-0.026955018659770236,Protein_ZNF41,0.030841236608339706,Protein_EIF5A2,-0.04241100719067492,Protein_UMODL1,-0.017272325239734876,Protein_ULBP2,2.7915901075964
3703,Protein_TTC17.1,-0.04479274936187494,Protein_SERPINA6,-0.02693256937168531,Protein_PLA2G1B,0.030839015014905158,Protein_GAL,0.04239758744068034,Protein_ISL1,0.01723424031511467,Protein_CRB1,2.79142461787171
3704,Protein_NCL,-0.04476680677147504,Protein_MPZL2,-0.026926413780544944,Protein_KIR2DL2,0.030806967460029977,Protein_TAPBP,-0.042397422817194386,Protein_PTPN13,0.01723219630764994,Protein_BST2,2.791094208029905
3705,Protein_TMEM230,-0.04474128408172451,Protein_PRKAA1,-0.02690902939166495,Protein_HTR6,0.030798390354750182,Protein_PQBP1,0.04237029362501604,Protein_TK1,-0.017216987218935165,Protein_KLHL7,2.790436970250015
3706,Protein_MAX,0.04462977949710467,Protein_ARMC5.2,-0.02690633325683045,Protein_RAB18,-0.030791350771134596,Protein_RAD51,0.04235468129797515,Protein_EPOR,-0.01720073885749529,Protein_DEFB106A,2.789704732503495
3707,Protein_MIOX,-0.0445980500922043,Protein_ITGB2,0.02690572359790977,Protein_KRT18,-0.030762896571285836,Protein_RBP4.1,0.04235125278062002,Protein_RAP1GDS1,-0.017190062490394897,Protein_ARRDC3,2.789697553817695
3708,Protein_ASAP2,-0.044502242386944335,Protein_LYPD3.1,-0.026904550798590332,Protein_PRTN3.1,-0.030687349306810052,Protein_DLX4,0.04230131230129497,Protein_TGFBR3,0.0171874135530512,Protein_LIF,2.78662727148028
3709,Protein_PDE5A,0.04445978118288485,Protein_KIR2DL2,-0.02686693875594992,Protein_ALDH3B1,0.030679034461654986,Protein_SPDEF,0.04228127876346033,Protein_MXRA7,-0.01718521888199387,Protein_DPEP1.1,2.78619357129755
3710,Protein_GADD45GIP1,-0.04443798994342041,Protein_NR4A1,-0.026855016958099664,Protein_RBM19,0.030647918122804985,Protein_ANXA2.1,0.042182318944830044,Protein_SPACA7,-0.017160738887930016,Protein_JAG1.1,2.7856275337008203
3711,Protein_GCNT4.1,-0.04437589530233055,Protein_CCDC134,0.026768619930545245,Protein_SSB,0.030614397498089918,Protein_PLA2G16,0.04212325027816011,Protein_PC,-0.017159868472924833,Protein_RNPEP,2.78467387741002
3712,Protein_CETP,-0.04426732757417495,Protein_C7orf73,-0.026746698846285444,Protein_SPDEF,0.030567241811935375,Protein_SNX7,0.04210656206570507,Protein_TRIO,-0.01714567796572486,Protein_BPGM,2.78429347195826
3713,Protein_RBM22,0.04424602918645437,Protein_WFDC10A,0.026726134297984316,Protein_CGA.3,0.030482567735179877,Protein_OMD,-0.042052727935400824,Protein_USB1,-0.01713439665033989,Protein_DEFB105B,2.7822000635051003
3714,Protein_RNF43.1,-0.0442192385469502,Protein_KIR2DL4,-0.02669626106517997,Protein_MFF,0.030450047931324775,Protein_TFF3.1,-0.04203949820756048,Protein_CD207,-0.017132631313039992,Protein_NADK,2.7819141928058
3715,Protein_HSD17B14,-0.044119885284769955,Protein_PGLYRP3,-0.026694876759589814,Protein_NTMT1,0.0304199151025748,Protein_RABEPK,-0.04198873535662506,Protein_CLPB.2,0.01712969291186006,Protein_TRDMT1,2.78168898099495
3716,Protein_KLRK1.1,-0.043978801347419605,Protein_COX4I2,-0.026690221535195402,Protein_ROS1,0.030353709721025357,Protein_HINT1,-0.04189932188274503,Protein_ITM2C.2,-0.017124812847459925,Protein_SSRP1,2.7805196623534147
3717,Protein_DNER,-0.04396298042458491,Protein_ULBP1.1,-0.02668307630627531,Protein_EVA1B,0.030338224436150085,Protein_LAMTOR3,-0.04186458312657004,Protein_EIF1AX,-0.0171130278045053,Protein_SPHK2,2.7804204433865003
3718,Protein_DEFB113,-0.04392184242770014,Protein_FBXO3,-0.026676884744619933,Protein_HMGN1,-0.03032531157495999,Protein_NENF,0.04183129333666469,Protein_ZHX1,-0.017110110420154978,Protein_CARTPT,2.78021695034324
3719,Protein_CCL1.1,-0.0439204642512252,Protein_FAM3B,-0.02667470552103879,Protein_ENDOU,-0.030286233007474905,Protein_WISP1,0.041796290569575234,Protein_VPS29,0.017101995463284947,Protein_PLK1,2.779586912644835
3720,Protein_ARFGAP1,0.04389291394539496,Protein_RBBP5,-0.026649430868070034,Protein_PRPSAP1,0.030274320531615384,Protein_KIR2DS2,-0.04179280031518884,Protein_SCP2D1,-0.017088227755589713,Protein_IL15,2.779300237604965
3721,Protein_BCL2L2,-0.04383655451228008,Protein_TMEM167B,-0.026648848978840345,Protein_TMEM237,0.030265654742744896,Protein_CYTH4,-0.04173562953283083,Protein_GPX5,-0.01703930234897999,Protein_ANGPTL3.1,2.7781631982360953
3722,Protein_SMAD3,0.04378458741585978,Protein_FGF9,-0.02662247805264517,Protein_PPARA,0.030208150339064765,Protein_CPE.1,0.041701252118924614,Protein_MGAT4A,0.017015930288724723,Protein_BRDT,2.77797360554017
3723,Protein_CAMK1,-0.04378354222903047,Protein_MARK3,0.02661149428981968,Protein_BRAT1,0.030198100498100455,Protein_PTGDS,-0.04167312235209941,Protein_BNIP3,0.01701467873373974,Protein_C1orf198,2.775739335560165
3724,Protein_NDE1,0.04370610960582466,Protein_SLC3A2,-0.026576112926815165,Protein_CD200R1.2,-0.030176427028904662,Protein_TIAM1,0.041614310839364954,Protein_RUNX3,0.016998392247989713,Protein_TBX3,2.775345496488705
3725,Protein_CD47,-0.04361196906543996,Protein_FAM210A,-0.026572302927294622,Protein_ACAN,0.03017119759847997,Protein_APOA5.1,0.04156840269116979,Protein_TESC,-0.01699122222638927,Protein_PACSIN1,2.7752705782176648
3726,Protein_KPNA6,0.04359878909629966,Protein_PCDHGB1,-0.026547641685410017,Protein_SMAD1,0.03015890047424019,Protein_TNFRSF4,-0.041548715120125035,Protein_DYNLL1,-0.01697152005371505,Protein_KIF23,2.7750192335882398
3727,Protein_FBXL4.3,-0.04354844671109981,Protein_KPNA4,-0.026465807862464885,Protein_SMIM10,0.030120068739914796,Protein_HMGB2,0.041505572316359984,Protein_ART3,-0.016970370828195858,Protein_SPINK9,2.77439017735046
3728,Protein_CELA1,0.043475209194910214,Protein_ACVRL1,-0.026426605534474845,Protein_CDH12,0.030069785026504814,Protein_CSNK2A2,0.041470717306650196,Protein_KIR2DS2,-0.016954578956943855,Protein_NRAS,2.77355970404888
3729,Protein_RBM28,-0.04346548134744488,Protein_NGRN,-0.026422620157304788,Protein_IFNGR2.1,0.03002823800655996,Protein_CLPS,0.04146714411800456,Protein_CALY,-0.016940851849575056,Protein_TXNIP,2.773363328574205
3730,Protein_TLR1,-0.043223883185639966,Protein_BAMBI,-0.02641845234259499,Protein_SPTLC1,0.029991183682049893,Protein_CST7,0.041453796463425174,Protein_MSR1,0.01693916548262009,Protein_MATK,2.773221947201
3731,Protein_HNRNPH1,-0.043156343991465285,Protein_SCT,-0.02639699774272497,Protein_SPAG11B,0.02996401116103975,Protein_CLIC5,0.04137618909918972,Protein_RCN2,-0.016936150495889812,Protein_QKI,2.772707727310525
3732,Protein_FCN3,-0.04315507084045023,Protein_EPHA10.1,0.026383280483640803,Protein_TBC1D5,-0.0299621358717701,Protein_ACBD7,-0.041361347739855336,Protein_SERPINA3.2,-0.01693285171454506,Protein_PXDNL,2.772641202332415
3733,Protein_DEF6,-0.04306461081520507,Protein_NFE2L1,-0.026382342762730104,Protein_THSD7A,0.02993770477818991,Protein_DUSP15,0.04124490285839966,Protein_ADI1,0.016907939246824988,Protein_EHMT2,2.770896630845095
3734,Protein_RAB27B,-0.04302790625279007,Protein_COL1A1.1,-0.026377331341910448,Protein_AKT2,-0.02992026570675499,Protein_KPNA4,0.04123515116954013,Protein_IL34,-0.016889910922994744,Protein_THSD1,2.7708293791226497
3735,Protein_CD8B,-0.0429114434986706,Protein_MCF2L,-0.02634320828952008,Protein_BCL2A1,-0.02989759735331532,Protein_GSTA4,0.041203438510229784,Protein_PLA2G16,-0.01688485033024989,Protein_NT5E,2.77048887009433
3736,Protein_CKAP2,-0.042777123570144404,Protein_AGFG1,-0.026341988676414907,Protein_MMP13,0.02986451790550504,Protein_PGM1,-0.041193011402644863,Protein_NT5C,0.016859245398380462,Protein_TNFRSF9.1,2.7701718673758453
3737,Protein_PBRM1,-0.042712212270470395,Protein_KLK8.1,-0.026287946490719527,Protein_DARS,-0.02982728803677981,Protein_RBM28,0.041150071313070136,Protein_NOVA1,0.016845629057175016,Protein_ZG16,2.77013098776155
3738,Protein_KLK14.1,-0.042682172844394684,Protein_COLEC11,0.026282894255174938,Protein_TTC9B,0.02982197564591038,Protein_PCDHA4.1,-0.04111897125038522,Protein_AGR2,-0.01682444342907985,Protein_PABPN1,2.77003200501452
3739,Protein_FSTL1,0.042675021496249244,Protein_WNT7A,-0.026188502139669723,Protein_KLK14.1,-0.029812660627234422,Protein_DDX23,0.04097150340106026,Protein_SBSN,-0.016797987918355295,Protein_RRBP1,2.7698712875420197
3740,Protein_EEA1,-0.04257263556012503,Protein_DNER,0.026186227371594928,Protein_PTGFRN,0.02981059336502012,Protein_MYO6,0.040952020409609435,Protein_TPO,-0.016772487386970125,Protein_CCNB1.1,2.7685531795392597
3741,Protein_WBP1L,-0.0425485977242952,Protein_FAM162B,-0.026135774970504677,Protein_RIC3.1,0.029810071013145034,Protein_RIC3.1,0.040932820052334895,Protein_DUSP3,-0.016766197281500084,Protein_ZNF75D,2.7672330414907202
3742,Protein_SNRPA,0.04250628987497995,Protein_INHBA.1,0.0261126389239994,Protein_PLEKHA4,0.02978690459569,Protein_LRP1,0.040914867219730366,Protein_COL8A1,-0.016746707700860064,Protein_PLD5,2.76683736397279
3743,Protein_MPG,-0.04238818272292977,Protein_LYPLAL1,-0.02609378994816014,Protein_CNEP1R1,0.0297656073773247,Protein_SCMH1,0.04087972181867494,Protein_CRISP3,-0.01673099902686004,Protein_PDGFB,2.76645723261232
3744,Protein_GUCY2C,0.042367462274619704,Protein_PTH2,-0.02606316714447976,Protein_SCP2D1,-0.029703272930204694,Protein_NDUFB4,-0.04087105450585016,Protein_IGFL3,0.01671763412001992,Protein_LMNB1,2.766192300545695
3745,Protein_LIPN,-0.0423576679839599,Protein_PSG9,-0.02604408458249985,Protein_IRF1.1,-0.029692576541115123,Protein_ARMC10,-0.040815615692620044,Protein_EVA1C.1,0.016684275726474684,Protein_SPSB1,2.7657024599670503
3746,Protein_COX6A1,-0.04232967212182004,Protein_P2RX6,-0.026030994118579898,Protein_ERVV-1,0.02963128247386493,Protein_SVEP1.1,-0.04071617643594516,Protein_STAU2,-0.016681028243714868,Protein_IL17F,2.764427978384825
3747,Protein_PLAU,0.04227409963941531,Protein_DNAJB14,-0.02598603568731539,Protein_RBBP9,-0.029566683634600466,Protein_MPST,-0.04070224476564066,Protein_TRDMT1,-0.016674590555824986,Protein_DCAF5,2.7639584333917853
3748,Protein_TPT1,0.04227024438884541,Protein_CBR1,0.0259617184355303,Protein_COLGALT1,-0.02955584862492966,Protein_CDKN1B,0.040586468189979685,Protein_SHBG.1,-0.01666899851742487,Protein_CLEC1B,2.7634512678868504
3749,Protein_SKIL,-0.04221094957508997,Protein_PLEKHA1,-0.025918995364974773,Protein_CDHR3,0.029512359227810148,Protein_CCL15,0.04049269134401445,Protein_GPR26,-0.016664642071785085,Protein_SIT1,2.762427549313135
3750,Protein_MBL2,0.04214823839450532,Protein_PKD2.1,-0.025908321215879937,Protein_STX6,-0.0294805141357104,Protein_RNASE13,0.040469372313050034,Protein_NAB2,0.016658566433815025,Protein_NMT1.1,2.76233677531342
3751,Protein_NUDT8,-0.04214284662478973,Protein_LRPAP1.1,-0.02590450783793008,Protein_FGF10,0.029471248167019848,Protein_ARRB1,0.04040998896603476,Protein_RAB17,0.016652767251229994,Protein_PRNP,2.76104957666233
3752,Protein_IL10RA.2,-0.042123820658995115,Protein_RNF150,-0.02590172552690495,Protein_ANKRD46,0.02946105137559485,Protein_FGA.1,0.04039213761630012,Protein_FBXL5,-0.01664865612301525,Protein_CTF1.1,2.7595836789974246
3753,Protein_WISP3,-0.042094771331735004,Protein_APOA5.1,-0.0258823512913553,Protein_ENTPD1,0.02941873073879009,Protein_LYPLAL1,0.040380657672904885,Protein_NPNT,0.016642394822930395,Protein_FAM24B,2.7588250566991004
3754,Protein_KLHL7,-0.04208969394289008,Protein_FCN3,-0.025879732809125144,Protein_APOC2,0.02939119533393031,Protein_DNAJC30,-0.04020565808896537,Protein_CD200R1,-0.0166397147722801,Protein_RCVRN,2.758479568958435
3755,Protein_SGF29,-0.04203584501510016,Protein_VPS29,-0.02587666405507516,Protein_VWC2L,0.0293273155904048,Protein_RARRES2,0.04018063569065955,Protein_C1QTNF3.1,-0.016631814104660414,Protein_GCSH,2.757995528133305
3756,Protein_KIAA0319,-0.042006694364630226,Protein_KPNA2,-0.025860838723164914,Protein_APBB3,0.02930875881597972,Protein_MAPK12,0.04017675709620039,Protein_SYN3,-0.01661963192734256,Protein_BDNF.1,2.757209745723615
3757,Protein_CCPG1,-0.04198871414474037,Protein_PTPN9,-0.025834081007004794,Protein_IFNGR2.2,0.029290309597414854,Protein_ZAP70.2,0.040095910211900065,Protein_PLA2G5,0.016610033402174817,Protein_RPS6KA3,2.755473892788145
3758,Protein_MTPAP,0.04197094044751015,Protein_LGALS3BP,0.025832939756430306,Protein_GBP6,-0.029280114320930473,Protein_FOXM1,0.04008867623841539,Protein_MMGT1,-0.016601913970340165,Protein_MSRB3,2.75521842763947
3759,Protein_COL4A3BP,-0.04193635702934495,Protein_MICALL2,-0.025794182089939888,Protein_FAM209B,0.029272090996249833,Protein_ZNF560,0.040031442462719724,Protein_C1orf43,-0.016594559660695007,Protein_PGK2,2.75350578888934
3760,Protein_CD40LG,-0.04187717095665522,Protein_GH2,-0.025789720886579826,Protein_PSAP,0.02923053281792143,Protein_IL15RA.1,0.04003018310628503,Protein_SIRPG,-0.0165924678643401,Protein_VCL,2.7533217613815397
3761,Protein_PIK3C2A,-0.04185549519499032,Protein_TNFAIP3,-0.02577483456823515,Protein_FMR1,0.029207212470450106,Protein_CST4.1,0.04002855299131014,Protein_TAC3,-0.016549715953779964,Protein_TNFSF10,2.7524182159291204
3762,Protein_AFP,-0.04184131784567535,Protein_NECTIN3,-0.025762438776915086,Protein_CST4,-0.029194275539994763,Protein_WFDC11,0.039988379827195164,Protein_LILRB4,0.016545631203705113,Protein_PYDC1,2.75238806133736
3763,Protein_INSRR,0.041826913893034945,Protein_TGFB1I1,-0.02570787421594467,Protein_HAVCR2,-0.029193040389684732,Protein_ADAM17.1,-0.03998151578233955,Protein_TYMS,-0.016545032579680097,Protein_CGA.3,2.75089474938785
3764,Protein_SLC41A2,-0.04170381219859998,Protein_SYT3,-0.025701509691969715,Protein_SYK.1,0.02919065127958964,Protein_AIFM1,0.03997985187125508,Protein_CRLF2,-0.01649065377047476,Protein_IL17A.2,2.75082362076885
3765,Protein_IL1A,0.041698202478585245,Protein_CYP3A4.1,-0.02568361704487021,Protein_ANGPTL3.1,0.029154700942444656,Protein_VCAM1,0.039971506034819804,Protein_PTPRH.1,-0.016487054580355043,Protein_CENPW,2.74974692439871
3766,Protein_NCMAP,0.04169233792700222,Protein_CUL9,-0.02568137737339482,Protein_PPP1R3B,0.029148456642480447,Protein_PRNP,0.03996732661253488,Protein_TDGF1,-0.016480781757734597,Protein_TNFRSF13B,2.7496304217385603
3767,Protein_PPM1L,-0.041674301748924725,Protein_HNRNPK,-0.025672805261585108,Protein_FAS.1,-0.029075883811136016,Protein_PRKCI,0.03995704340239481,Protein_RNASE13,-0.01646008659016518,Protein_BIRC5,2.7489855868585202
3768,Protein_DHPS,-0.041666173396203515,Protein_P4HA1,-0.025665740784224678,Protein_FBXL5,0.02904089403847987,Protein_LEP.2,0.03989156472585487,Protein_FAM69C,0.016426602839840765,Protein_DEFB4A,2.748519246875245
3769,Protein_TNFSF15,-0.041665472019589256,Protein_MFAP2,0.025662502292065348,Protein_IGHE,0.029015502490139955,Protein_CD300E.1,0.039888617112930014,Protein_CNTF,-0.016412983858310026,Protein_ENPP7,2.7481690329861053
3770,Protein_ENTPD3,-0.04161798507599901,Protein_HLA-DPB1,-0.02565755193856445,Protein_VASN,-0.029012549807575283,Protein_SEMG2,-0.0398760040382502,Protein_ACP5,0.016396006090990234,Protein_SH3BP2,2.74669665004606
3771,Protein_MMP10.2,0.041565165336049814,Protein_ADAMTS15,-0.025595953418120043,Protein_GLT8D1,-0.028999943962840113,Protein_NAGS,0.03987571418307012,Protein_DEFB105B,-0.016368963478280207,Protein_PAPPA2,2.74635808151508
3772,Protein_HNRNPR.1,-0.04154281104674484,Protein_SMR3B,-0.0255920182870204,Protein_SYT9,0.028916566981640024,Protein_SMAD1,0.03986107658527005,Protein_FAM210A,0.016359994944584955,Protein_NAB2,2.744546734185775
3773,Protein_SUN5,-0.041524282337170204,Protein_ZNF23,-0.02556519842989502,Protein_IL19,-0.0288960774611553,Protein_CSF2,0.03983983762175014,Protein_CDH11.1,-0.01635730332167462,Protein_ASTL,2.744180540982415
3774,Protein_GPLD1,-0.04149519161414528,Protein_MFAP3L,-0.02556066097869536,Protein_NRAS,0.028876073855319984,Protein_CTBP1,0.039825905937655115,Protein_CELA3B,0.01634135492439004,Protein_WFIKKN1,2.7441401915531447
3775,Protein_MATN2,0.04146341280590082,Protein_PCDHB10,0.025549101387046136,Protein_DIRAS3,0.028868534555679837,Protein_CEBPB,0.03976204956476037,Protein_GCNT4.1,0.016307600720359527,Protein_BATF3,2.743137442015245
